metro_area,holc_grade,avg_G,median_G,decile_10_G,quartile_25_G
"Rochester, MN",D,0.560856407296296,0.709967648,0.0356898523,0.15984513225
"Rochester, NY",A,0.655276081563107,0.914268819,0.0342276942,0.198282658
"Rochester, NY",B,0.695333130569395,0.998035535,0.016455012,0.224399095
"Rochester, NY",C,0.768904447073635,1,0.0275189294,0.6043695545
"Rochester, NY",D,0.75513209179558,1,0.0175039491,0.57574859775
"Rockford, IL",A,0.581748970719298,0.679052111,0.0213848184,0.1124050805
"Rockford, IL",B,0.748136220439394,1,0.0654138971,0.4247553695
"Rockford, IL",C,0.79625695700089,1,0.1026774828,0.777307177
"Rockford, IL",D,0.803853251805979,1,0.0862426458,0.8361634725
"Sacramento, CA",A,0.665716526164179,0.8978551645,0.0104907713,0.24924607575
"Sacramento, CA",B,0.628248515206294,0.8124413785,0.0284182248,0.22128714425
"Sacramento, CA",C,0.696060727408673,0.966795501,0.0348870655,0.3373481195
"Sacramento, CA",D,0.689897289182254,0.968015562,0.036661213,0.222129912
"Saginaw, MI",A,0.582513165929577,0.582511624,0.022363655,0.2000980585
"Saginaw, MI",B,0.795566449722222,1,0.0682717355,0.6572426745
"Saginaw, MI",C,0.813972784719288,1,0.107118347,0.823616059
"Saginaw, MI",D,0.740140019406504,0.996053924,0.0521981592,0.379794664
"Salt Lake City, UT",A,0.724746090045267,1,0.028106313,0.1632034675
"Salt Lake City, UT",B,0.786004915205156,1,0.067319727,0.660139961
"Salt Lake City, UT",C,0.737733651354037,0.990223403,0.031492078,0.469169228
"Salt Lake City, UT",D,0.756065417387275,1,0.0242093602,0.5311176835
"San Antonio, TX",A,0.787772493895062,1,0.085171643,0.7334524165
"San Antonio, TX",B,0.842086966894631,1,0.1458634936,0.929390056
"San Antonio, TX",C,0.827007566782081,1,0.158779284,0.87730299475
"San Antonio, TX",D,0.903735583432904,1,0.6050729388,1
"San Diego, CA",A,0.622810740219723,0.9181568595,0.0143272874,0.1239249825
"San Diego, CA",B,0.7147822001919,0.999684282,0.0194284208,0.270471609
"San Diego, CA",C,0.79578187507492,1,0.0780372946,0.792390786
"San Diego, CA",D,0.803400556320485,1,0.0529700982,0.86707032525
"San Francisco, CA",A,0.609921140974304,0.867242398,0.0108357362,0.081826052
"San Francisco, CA",B,0.676693252103532,0.974641956,0.0079745228,0.121084222
"San Francisco, CA",C,0.680210993448537,0.961171608,0.0191136865,0.24387344475
"San Francisco, CA",D,0.74064857890688,1,0.037324119,0.48494001025
"San Jose, CA",A,0.67604649684375,0.946834976,0.0266194062,0.263519498
"San Jose, CA",B,0.657934000089258,0.972786181,0.017439309,0.1602285245
"San Jose, CA",C,0.602145057143639,0.739089342,0.007766722,0.0885813565
"San Jose, CA",D,0.680383352596591,0.9628254205,0.0148718247,0.3071123495
"Savannah, GA",A,0.774108856893491,0.999541919,0.0143966134,0.808047567
"Savannah, GA",B,0.739165506505902,0.999999792,0.0242741634,0.372439918
"Savannah, GA",C,0.763812562480262,1,0.036085782,0.710563931
"Savannah, GA",D,0.662874968494318,0.983010765,0.0257389239,0.14013896975
"Seattle, WA",A,0.723068774829222,0.961089518,0.055942691,0.446994362
"Seattle, WA",B,0.828966378212255,1,0.1039013684,0.9108355655
"Seattle, WA",C,0.804170014482884,1,0.1044521288,0.8104675465
"Seattle, WA",D,0.808001022379928,1,0.1249832457,0.78361579
"Shreveport, LA",A,0.742486838072626,1,0.0908681288,0.4067552645
"Shreveport, LA",B,0.723733349170347,1,0.027320953,0.460511887
"Shreveport, LA",C,0.780460406071084,1,0.0820584566,0.6266423535
"Shreveport, LA",D,0.755912822570597,1,0.0630640506,0.559204171
"Sioux City, IA",A,0.816437479340136,1,0.0969749512,0.85412974625
"Sioux City, IA",B,0.792011711051821,1,0.0908412047,0.75878691275
"Sioux City, IA",C,0.786570345435754,1,0.1102378208,0.667745289
"Sioux City, IA",D,0.730214390834475,0.9998300015,0.054960184,0.40268654925
"South Bend, IN",A,0.717195775438272,0.9961832885,0.0254520898,0.21306654325
"South Bend, IN",B,0.74580321788,1,0.0331561868,0.43971349875
"South Bend, IN",C,0.868375960797676,1,0.212897845,0.98000863925
"South Bend, IN",D,0.760019654813218,1,0.0530845415,0.490004704
"Spokane, WA",A,0.757491793729258,1,0.0581112777,0.56765510375
"Spokane, WA",B,0.749446237786446,1,0.0458324612,0.457566413
"Spokane, WA",C,0.824894698236963,1,0.0957523247,0.904333166
"Spokane, WA",D,0.754004896275891,1,0.0465507531,0.5215935455
"Springfield, IL",A,0.67323360690303,0.976848613,0.002886385,0.026310164
"Springfield, IL",B,0.697909496626781,1,0.028090627,0.2146949305
"Springfield, IL",C,0.661515201532258,0.965750478,0.0131170192,0.09575236225
"Springfield, IL",D,0.756326580707433,1,0.026958366,0.563855842
"Springfield, MO",A,0.613810022557692,0.920409672,0.0136025319,0.19812041025
"Springfield, MO",B,0.662801138063107,0.968632179,0.02674128,0.15053395275
"Springfield, MO",C,0.720834183088553,0.999438084,0.0639695686,0.4353073705
"Springfield, MO",D,0.807454327323589,1,0.12694813,0.79833407725
"Springfield, OH",A,0.659550065577037,0.938061128,0.024928404,0.182822084
"Springfield, OH",B,0.67523231123796,0.981960928,0.025033422,0.180729664
"Springfield, OH",C,0.696461964279539,0.9564709405,0.0445405092,0.32207888325
"Springfield, OH",D,0.629259374471111,0.883402527,0.018149934,0.166751258
"St. Joseph, MO",A,0.490726405857143,0.502877146,0.0177186098,0.08756591225
"St. Joseph, MO",B,0.579753522478495,0.7276563055,0.017683348,0.12779582975
"St. Joseph, MO",C,0.644495228842657,0.851110915,0.0455376355,0.19364886325
"St. Joseph, MO",D,0.82006982509787,1,0.1175435862,0.867599374
"St. Louis, MO",A,0.710270023719509,0.995941723,0.02784895,0.3038155925
"St. Louis, MO",B,0.792009830141069,1,0.0701035795,0.76176659725
"St. Louis, MO",C,0.760718081668065,1,0.057090928,0.548417533
"St. Louis, MO",D,0.838783760326661,1,0.1200358227,0.9587232175
"Stockton, CA",A,0.705790872942446,0.958944157,0.1004957532,0.3498830825
"Stockton, CA",B,0.63035429665996,0.842696092,0.0413658172,0.189620971
"Stockton, CA",C,0.635780833198565,0.808334997,0.0279297714,0.26647745275
"Stockton, CA",D,0.722182725014272,1,0.0834299945,0.46784863275
"Syracuse, NY",A,0.657588762624561,0.972715049,0.0135426312,0.096750549
"Syracuse, NY",B,0.70609966659673,0.984369059,0.01063592,0.268451744
"Syracuse, NY",C,0.690274186718304,0.961811811,0.0192790602,0.30063253125
"Syracuse, NY",D,0.623470784446384,0.801662237,0.023525791,0.185210452
"Tampa, FL",A,0.66697631688664,0.953557588,0.034434565,0.155457392
"Tampa, FL",B,0.790165379793542,1,0.1318885899,0.64851951625
"Tampa, FL",C,0.734109309588047,1,0.058350666,0.419761577
"Tampa, FL",D,0.926611023536364,1,0.8359051724,1
"Terre Haute, IN",A,0.79414687569697,1,0.0302854514,0.870861415
"Terre Haute, IN",B,0.617275328768844,0.949106431,0.0192059552,0.0981235655
"Terre Haute, IN",C,0.806379334885121,1,0.0767583596,0.882349943
"Terre Haute, IN",D,0.784644114230241,1,0.0500453099,0.739934394
"Toledo, OH",A,0.710162809038314,0.994986093,0.0059801544,0.24433839275
"Toledo, OH",B,0.718105889976019,0.998226441,0.01264381,0.2007232645
"Toledo, OH",C,0.760334824779912,1,0.0198279728,0.5267319885
"Toledo, OH",D,0.70197673076,0.990900251,0.0099703253,0.26058180225
"Topeka, KS",A,0.632919571802885,0.93164939,0.0116242464,0.10402283325
"Topeka, KS",B,0.737874273412556,0.99991227,0.017141831,0.49488467175
"Topeka, KS",C,0.728860205575053,0.998652969,0.042038226,0.379403723
"Topeka, KS",D,0.753059554718412,1,0.038608016,0.515123964
"Trenton, NJ",A,0.768100413976608,1,0.046852754,0.638846929
"Trenton, NJ",B,0.742463740251407,1,0.1211729778,0.461805215
"Trenton, NJ",C,0.783262951648968,1,0.11955287,0.54662296175
"Trenton, NJ",D,0.7515204036,1,0.1567335401,0.52033389
"Tulsa, OK",A,0.816004446630748,1,0.0354890903,0.95105954225
"Tulsa, OK",B,0.761320606161716,1,0.0373907545,0.59108950275
"Tulsa, OK",C,0.782783966644217,1,0.0522311016,0.760516295
"Tulsa, OK",D,0.8273330255578,1,0.116363357,0.8787141025
"Utica, NY",A,0.613318496785714,0.842203984,0.0225178804,0.17437967675
"Utica, NY",B,0.669880404423469,0.9639641895,0.08807583,0.27211549025
"Utica, NY",C,0.738143168170895,0.973168217,0.1082982812,0.491577603
"Utica, NY",D,0.743793368015217,1,0.1001913966,0.4820464135
"Waco, TX",A,0.700207506352518,0.805697773,0.1281909684,0.477535982
"Waco, TX",B,0.794819357807638,1,0.104614793,0.734921329
"Waco, TX",C,0.732409296169014,0.9709468015,0.0697570678,0.4704503055
"Waco, TX",D,0.747486750974406,1,0.0669724496,0.499888626
"Waterloo, IA",A,0.798765979653846,1,0.050223728,0.88592425175
"Waterloo, IA",B,0.784146884737752,1,0.0590534982,0.747052177
"Waterloo, IA",C,0.788167159010395,1,0.071706604,0.760354541
"Waterloo, IA",D,0.756624080808471,1,0.0612633322,0.528093778
"Wheeling, WV",A,0.620502913325843,0.953092941,0.0195797748,0.107201185
"Wheeling, WV",B,0.755643678857143,1,0.0506366,0.5423977685
"Wheeling, WV",C,0.71271004947387,0.999774269,0.0335975728,0.31724883375
"Wheeling, WV",D,0.780184744530383,1,0.0842938556,0.6808037525
"Wichita, KS",A,0.655004329017391,0.9471005695,0.0266294706,0.129518517
"Wichita, KS",B,0.71710262925498,0.97894457,0.032033051,0.3302565695
"Wichita, KS",C,0.634985234660471,0.897162087,0.0177382218,0.102470206
"Wichita, KS",D,0.775988638469478,1,0.0527149465,0.63723141125
"Winston-Salem, NC",A,0.799334883615942,1,0.1312387711,0.804191963
"Winston-Salem, NC",B,0.721492586414847,1,0.140995134,0.421095862
"Winston-Salem, NC",C,0.737149339064088,1,0.1139134978,0.465735178
"Winston-Salem, NC",D,0.690038348757106,0.934821408,0.0691734446,0.3775651635
"York, PA",A,0.691388886568628,0.971193816,0.0194796862,0.227053514
"York, PA",B,0.655547017757143,0.9481662265,0.0372529669,0.16514007875
"York, PA",C,0.798321602054409,1,0.060288671,0.79824334025
"York, PA",D,0.659521365141988,0.98129793,0.0175549022,0.155801001
"Youngstown, OH",A,0.612680521938462,0.882763238,0.0537013504,0.1296531875
"Youngstown, OH",B,0.671348373648221,0.872311497,0.0603530545,0.32903602625
"Youngstown, OH",C,0.685807619795287,0.967399117,0.0525919224,0.270483723
"Youngstown, OH",D,0.787369220368872,1,0.1085962456,0.681858341
